상품명,상품URL,브랜드,거래량,최근거래가,모델번호,발매일,발매일로부터현재까지일,발매가,색상,색상개수,최고거래가,최고거래성사일,최저거래가,최저거래성사일,관심,스타일
아디다스 아디제로 아디오스 프로 3 화이트 틴트 코어 블랙,https://kream.co.kr/products/105082,Adidas,62,250000,HQ3688,2023/03/01,447,279000,White Tint/Core Black/Coral Fusion,3,380000,2023/05/30,180000,2024/02/13,145,7
(W) 나이키 와플 원 화이트 블랙,https://kream.co.kr/products/105068,Nike,19,89000,DC2533-103,-,,135700,White/White/Black,3,139000,2024/05/02,55000,2023/04/22,87,1
(W) 아식스 젤 1090 V2 오트밀 오이스터 그레이,https://kream.co.kr/products/104873,Asics,18,190000,1202A383-201,-,,109000,Oatmeal/Oyster Grey,2,285000,2023/04/03,120000,2024/04/24,687,0
나이키 타이거 우즈 '13 화이트,https://kream.co.kr/products/104661,Nike,101,200000,DR5753-106,-,,289000,White/Varsity Red/Jetstream/Anthracite,4,429000,2024/02/07,188000,2024/05/12,90,0
컨버스 x 파타 원스타 프로 로우 자바,https://kream.co.kr/products/104595,Converse,68,95000,A03174C,2023/03/10,438,125000,Java/Burnt Olive/White,3,194000,2023/03/10,65000,2023/04/26,628,12
아디다스 벨로삼바 비건 사이클링 오프 화이트 루시드 푸시아,https://kream.co.kr/products/104218,Adidas,17,350000,HQ6710,-,,176400,Grey One/Off White/Lucid Fuchsia,3,360000,2023/07/24,169000,2023/08/24,736,2
아디다스 캠퍼스 00s 팬톤 화이트,https://kream.co.kr/products/104040,Adidas,59,115000,H03473,2023/03/01,447,119000,Pantone/White,2,199000,2023/09/15,40000,2023/10/12,603,10
샤넬 스니커즈 스웨이드 키드스킨 & 블랙 화이트,https://kream.co.kr/products/104039,Chanel,10,2850000,G39980-X56979-K5843,-,,,Black/White,2,3200000,2024/02/11,2090000,2023/07/18,95,1
조던 시스템 .23 쿨 그레이,https://kream.co.kr/products/103880,Jordan,18,46000,DN4890-066,2022/09/01,628,149300,Cool Grey/Gym Red/Siren Red,3,86000,2024/04/09,42000,2023/07/17,41,1
(W) 뉴발란스 991 메이드 인 UK 핑크 그레이,https://kream.co.kr/products/103811,New Balance,218,293000,W991PGG,2023/03/02,446,298600,Pink/Grey,2,400000,2024/01/31,200000,2023/09/19,1310,22
디올 B27 로우탑 스니커즈 화이트,https://kream.co.kr/products/103802,Dior,22,1651000,3SN272ZSB-H000,-,,1500000,White,1,1690000,2023/11/20,1100000,2023/06/14,528,3
아식스 젤 카야노 29 블랙 - 4E 엑스트라 와이드,https://kream.co.kr/products/103734,Asics,23,180000,1011B471-001,-,,179000,Black/Black,2,199000,2024/01/28,140000,2024/01/04,111,4
살로몬 XT-6 익스팬스 릴리 패드,https://kream.co.kr/products/103707,Salomon,114,220000,L47134200,2023/02/23,453,230000,Lily Pad/Laur/Pewter,3,299000,2024/03/11,100000,2023/07/25,1361,5
살로몬 XT-6 익스팬스 다크 사파이어 인디아 잉크,https://kream.co.kr/products/103675,Salomon,102,193000,L47134100,2023/02/23,453,230000,Dark Sapphire/India Ink/Rose Cloud,3,300000,2023/04/23,130000,2024/03/20,909,7
아디다스 가젤 코어 블랙 컬리지에이트 로얄,https://kream.co.kr/products/103641,Adidas,17,65000,HQ6381,-,,119000,Core Black/Collegiate Royal/Gold Metallic,3,89000,2023/10/07,39000,2023/08/06,230,2
푸마 아미 트레이너 OG 블랙,https://kream.co.kr/products/103640,Puma,55,129000,380709-02,2021/12/09,894,129000,Black/White/Gum,3,150000,2023/05/29,30000,2023/12/12,929,5
컨버스 원스타 로우 한별 화이트,https://kream.co.kr/products/103638,Converse,17,65000,170570C,-,,109000,White/Black/White,3,109000,2023/04/19,65000,2024/02/26,405,4
뉴발란스 2002R 프로텍션 팩 블랙 그레이,https://kream.co.kr/products/103613,New Balance,470,190000,M2002RDJ,2023/05/18,369,179000,Black/Grey,2,300000,2024/04/22,105000,2023/06/28,1126,19
조던 37 로우 PF 화이트 블랙,https://kream.co.kr/products/103381,Jordan,43,120000,DQ4123-100,-,,,White/Black/Siren Red,3,200000,2023/04/24,110000,2023/12/17,196,1
나이키 KD15 ASW EP 라이트 오어우드 브라운,https://kream.co.kr/products/103363,Nike,15,189000,DV1200-100,-,,189000,Light Orewood Brown/Sundial/Sail/Metallic Gold,4,330000,2023/09/27,170000,2024/04/28,101,0
뉴발란스 991 메이드 인 UK 블랙 그레이,https://kream.co.kr/products/103320,New Balance,10,220000,M991DJ,2022/12/15,523,368900,Black/Magnet/Smoked Pearl,3,350000,2023/10/27,175000,2023/10/17,135,3
뉴발란스 576 네이비,https://kream.co.kr/products/103311,New Balance,89,169000,OU576ANN,2023/06/07,349,239000,Navy,1,320000,2023/06/08,80000,2024/04/14,607,8
호카 카하 2 고어텍스 더플 백 그린,https://kream.co.kr/products/103006,Hoka,54,201000,1123155-DBRYL,-,,329000,Duffel Bag/Radiant Yellow,2,269000,2024/02/09,180000,2024/03/03,171,5
(W) 아식스 젤 1090 V2 화이트 글레이셔 그레이,https://kream.co.kr/products/102744,Asics,72,103000,1202A383-102,2023/02/21,455,109000,White/Glacier Grey,2,180000,2023/02/23,89000,2023/10/29,476,3
컨버스 척 70 하이 시즈널 컬러 써니 오아시스,https://kream.co.kr/products/102436,Converse,40,56000,A02757C,-,,99000,Sunny Oasis/Egret/Black,3,80000,2023/03/26,41000,2023/12/04,393,3
(GS) 나이키 에어포스 1 화이트,https://kream.co.kr/products/102407,Nike,10,59000,DX9269-100,-,,159000,White/Black,2,129000,2023/10/25,59000,2024/05/04,155,0
나이키 에어맥스 던 라이트 본 유니버시티 레드,https://kream.co.kr/products/102340,Nike,163,89000,DQ3991-100,-,,129000,White/Light Bone/Black/University Red,4,105000,2024/04/30,55000,2023/09/01,367,11
(W) 나이키 코트 레거시 리프트 화이트 블랙,https://kream.co.kr/products/102213,Nike,168,70000,DM7590-100,2022/07/02,689,99000,White/Black/Hemp/Team Orange,4,139000,2023/11/29,45000,2023/11/07,531,2
나이키 에어 윈플로 9 블랙 스모크 그레이,https://kream.co.kr/products/102211,Nike,24,68000,DD6203-001,2022/07/07,684,109000,Black/White/Dark Smoke Grey,3,90000,2024/01/14,52000,2023/12/07,81,0
(W) 나이키 에어 줌 페가수스 39 화이트 퓨어 플래티넘,https://kream.co.kr/products/102187,Nike,188,100000,DH4072-100,2022/04/28,754,139000,White/Metallic Silver/Pure Platinum/Grey Fog,4,119000,2024/04/14,59000,2023/03/24,468,3
나이키 에어 줌 스트럭처 24 블랙 화이트,https://kream.co.kr/products/102186,Nike,53,89000,DA8535-001,2021/07/11,1045,139000,Black/White,2,105000,2023/03/30,57000,2023/10/07,158,3
(W) 나이키 코트 레거시 넥스트 네이처 화이트 데저트 오커,https://kream.co.kr/products/102147,Nike,127,55000,DH3161-100,2022/01/04,868,79000,White/Desert Ochre/Team Orange/Black,4,77000,2023/07/20,45000,2024/01/14,531,3
나이키 리액트 인피니티 런 플라이니트 3 화이트 블루 오빗,https://kream.co.kr/products/101844,Nike,39,119000,DH5392-102,2022/06/20,701,217100,White/Black/Blue Orbit,3,159000,2024/04/07,88000,2023/09/06,112,8
나이키 ISPA 마인드바디 올리브 그레이,https://kream.co.kr/products/101833,Nike,55,199000,DH7546-001,2023/02/24,452,219000,Olive/Grey,2,290000,2023/04/30,150000,2023/07/12,335,7
피어 오브 갓 더 캘리포니아 더스티 콘크리트,https://kream.co.kr/products/101687,Fear of God,106,173000,FG80-100EVA,-,,264600,Dusty Concrete,1,260000,2023/02/21,125000,2023/08/07,163,8
(W) 나이키 코르테즈 23 알로에 베르데,https://kream.co.kr/products/101617,Nike,12,128000,FD2334-133,2023/02/09,467,135700,Sail/Aloe Verde/Black/Pale Vanilla,4,250000,2023/05/14,128000,2024/04/13,365,0
아디다스 삼바 OG 블루 던,https://kream.co.kr/products/101505,Adidas,41,360000,IG9681,2023/01/13,494,190000,Blue Dawn/Wonder Quartz/Alumina,3,400000,2023/04/16,150000,2024/01/03,1696,3
(J) 아디다스 가젤 블리스 라일락,https://kream.co.kr/products/101309,Adidas,699,170000,HP2897,-,,108500,Bliss Lilac/Cloud White/Cloud White,3,258000,2023/05/12,80000,2023/08/16,5664,30
나이키 에어포스 1 미드 '07 화이트 울프 그레이,https://kream.co.kr/products/101291,Nike,147,90000,DV0806-100,2023/01/05,502,,White/White/Wolf Grey,3,259000,2023/04/15,60000,2023/12/23,1306,4
아디다스 오젤리아 오프 화이트,https://kream.co.kr/products/101254,Adidas,10,70000,GX3255,-,,109000,Off White,1,75000,2024/01/04,50000,2023/03/04,64,1
아디다스 BW 아미 코어 블랙 코어 블랙,https://kream.co.kr/products/101231,Adidas,39,140000,HQ8997,-,,139000,Core Black/Core Black/Core Black,3,140000,2024/05/11,65000,2024/02/21,272,1
구찌 x 아디다스 가젤 스니커즈 화이트,https://kream.co.kr/products/101148,Gucci,18,600000,707847-UTT10-9060/HQ8849,-,,1120000,White,1,1100000,2023/10/12,500000,2023/05/12,143,4
뉴발란스 1906R 다크 그레이,https://kream.co.kr/products/101071,New Balance,29,269000,M1906RJS,2022/12/15,523,169000,Dark Grey,1,269000,2024/05/12,119000,2023/07/04,348,2
오니츠카 타이거 멕시코 66 옐로우 블랙,https://kream.co.kr/products/101019,Onitsuka Tiger,86,140000,THL202-0490,-,,162800,Yellow/Black,2,289000,2023/03/08,140000,2024/04/25,907,10
아디다스 x 제레미 스캇 본즈 캠퍼스 80s 블랙,https://kream.co.kr/products/100912,Adidas,17,95000,HQ4493,2023/02/16,460,159000,Core Black/Footwear White/Footwear White,3,240000,2023/02/16,95000,2024/05/11,306,1
오니츠카 타이거 멕시코 66 SD 크림 브라운,https://kream.co.kr/products/100597,Onitsuka Tiger,25,185000,1183A875-101,-,,,Cream/Brown,2,199000,2023/05/06,140000,2023/06/30,1585,1
(W) 나이키 와플 데뷰 블랙 화이트,https://kream.co.kr/products/100531,Nike,66,40000,DH9523-002,-,,,Black/Orange/Clear/White,4,75000,2024/03/03,26000,2023/11/23,226,1
조던 루카 1 PF 화이트 토탈 오렌지,https://kream.co.kr/products/100480,Jordan,285,170000,DQ6510-108,-,,114900,White/Total Orange/Black,3,199000,2023/06/05,87000,2023/04/17,314,3
(GS) 조던 1 레트로 하이 화이트 시멘트,https://kream.co.kr/products/100397,Jordan,279,114000,FD1437-052,2023/02/25,451,179000,Tech Grey/Muslin/Black/White,4,219000,2023/02/21,49000,2023/09/09,311,15
뉴발란스 990v3 메이드 인 USA 탄 오렌지,https://kream.co.kr/products/100375,New Balance,51,265000,M990BT3,2023/05/10,377,279000,Tan/Orange,2,305000,2023/05/10,128000,2024/03/27,422,11
(W) 나이키 덩크 로우 SE 펜던트,https://kream.co.kr/products/100314,Nike,874,90000,DV1160-101,2023/02/23,453,139000,Sail/Team Red/Black/Muslin,4,250000,2023/03/12,69000,2024/05/13,3054,50
(W) 조던 1 레트로 하이 OG 게임 로얄 앤 바시티 메이즈,https://kream.co.kr/products/100190,Jordan,187,120000,FD2596-700,2023/02/17,459,219000,Varsity Maize/Game Royal/Sail/Black/Fire Red,5,289000,2023/04/08,57000,2023/11/16,599,32
(W) 나이키 덩크 로우 넥스트 네이쳐 위트 골드,https://kream.co.kr/products/100152,Nike,70,139000,DN1431-700,2023/01/07,500,156000,Wheat Gold/Hyper Royal/Light Silver/White,4,169000,2023/07/16,43000,2024/03/24,334,6
메종 미하라 야스히로 웨인 OG 솔 디스트레스 캔버스 로우탑 스니커즈 화이트,https://kream.co.kr/products/100067,Mihara Yasuhiro,17,489000,A10FW711-WHITE,-,,,White,1,535000,2023/05/11,379000,2023/09/24,163,2
나이키 로말레오 4 SE 화이트 브라이트 크림슨,https://kream.co.kr/products/99945,Nike,17,274000,DJ4487-121,2021/07/09,1047,271400,White/Black/Bright Crimson,3,359000,2023/05/15,250000,2023/11/02,57,0
(W) 아식스 젤 벤쳐 6 SPS 크림 오이스터 그레이,https://kream.co.kr/products/99944,Asics,19,159000,1202A448-102,2023/01/31,476,89000,Cream/Oyster Grey,2,159000,2024/03/29,60000,2023/12/27,324,0
(W) 뉴발란스 991 메이드 인 UK 카키,https://kream.co.kr/products/99942,New Balance,22,140000,W991GGW,-,,259000,Khaki,1,275000,2023/02/15,140000,2024/05/04,464,3
(W) 나이키 에어맥스 블리스 블랙 오일 그레이,https://kream.co.kr/products/99938,Nike,71,70000,DZ6754-002,2022/11/10,558,169000,Black/Oil Grey/Iron Grey/Metallic Silver,4,155000,2023/02/19,69000,2023/08/28,378,2
나이키 x 언더커버 목 플로우 SP 에일 브라운,https://kream.co.kr/products/99676,Nike,24,107000,DV5593-200,2023/02/15,461,189000,Ale Brown/University Red/White,3,210000,2023/04/17,90000,2024/02/06,150,7
나이키 리액트 마일러 2 블랙 화이트,https://kream.co.kr/products/99656,Nike,12,59000,CW7121-001,2021/04/04,1143,,Black/White/Smoke Grey,3,109000,2023/04/03,50000,2023/11/06,21,0
나이키 리액트 마일러 3 화이트 클로린 비비드 설퍼,https://kream.co.kr/products/99654,Nike,28,55000,DD0490-100,-,,162800,White/Chlorine Blue/Vivid Sulfur/Black,4,89000,2023/05/01,50000,2024/04/11,106,1
나이키 에어포스 1 미드 '07 블랙 화이트,https://kream.co.kr/products/99643,Nike,189,169000,DV0806-001,-,,135700,Black/White/Black,3,180000,2024/03/27,63000,2023/09/04,675,14
아식스 젤 PTG MT 화이트 블랙,https://kream.co.kr/products/99617,Asics,54,180000,HL7W4-0190,-,,129000,White/Black,2,350000,2023/05/01,110000,2023/03/04,1561,5
컨버스 척 70 하이 플러스 에그렛,https://kream.co.kr/products/99599,Converse,61,69000,A00915C,2022/08/24,636,109000,Egret/Black/Egret,3,130000,2023/06/05,53000,2024/03/02,510,8
나이키 x 클랏 코르테즈 SP 블랙 화이트,https://kream.co.kr/products/99594,Nike,32,250000,DZ3239-002,2023/02/10,466,203500,Black/White/Black,3,475000,2023/02/22,250000,2024/03/20,1561,4
(TD) 나이키 에어 모어 업템포 96 코발트 블리스,https://kream.co.kr/products/99471,Nike,20,95000,DQ6202-001,2023/02/17,459,99000,Black/White/Multi Color/Cobalt Bliss,4,114000,2023/12/30,60000,2024/04/26,39,1
(W) 나이키 줌 에어 파이어 퓨어 플래티넘 메탈릭 실버,https://kream.co.kr/products/99394,Nike,95,100000,DX3217-043,-,,159000,Phothon Dust/Pure Platinum/Metalic Silver/Metalic Silver,4,150000,2023/02/24,60000,2023/12/20,556,6
(W) 발렌시아가 젠 스니커즈 화이트 블랙,https://kream.co.kr/products/99319,Balenciaga,68,590000,617539W2CG19010,-,,,White/Black,2,590000,2023/12/01,199000,2023/06/12,667,5
발렌시아가 타이렉스 스니커즈 블랙 화이트,https://kream.co.kr/products/99316,Balenciaga,50,990000,617535W2CB11090,-,,,Black/White,2,990000,2024/04/02,350000,2023/07/06,488,35
(W) 발렌시아가 타이렉스 스니커즈 블랙,https://kream.co.kr/products/99315,Balenciaga,155,680000,617517W2TA11000,-,,,Black,1,999000,2024/01/29,350000,2023/03/24,1462,66
발렌시아가 트리플 S 스니커즈 페이디드 블랙,https://kream.co.kr/products/99312,Balenciaga,23,484000,536737W3CN31000,-,,,Black,1,719000,2023/02/20,484000,2023/07/25,203,6
나이키 x 언더커버 목 플로우 SP 라이트 본,https://kream.co.kr/products/99309,Nike,174,107000,DV5593-001,2023/02/15,461,189000,Light Bone/University Red/White,3,250000,2023/02/22,88000,2023/11/02,524,23
뉴발란스 327 씨 솔트,https://kream.co.kr/products/99230,New Balance,312,129000,U327WCC,-,,,Sea Salt,1,159000,2023/05/10,62000,2023/03/03,540,8
조던 x 제이슨 테이텀 37 PF 페일 바닐라 블랙 아이보리,https://kream.co.kr/products/99229,Jordan,37,159000,DZ0811-200,-,,239000,Pale Vanilla/Black Ivory,2,198000,2023/02/23,77000,2024/01/26,130,0
나이키 줌X 인빈시블 런 FK 3 노이즈 아쿠아,https://kream.co.kr/products/99228,Nike,10,185000,DR2615-401,-,,209000,Noise Acqua/Blue Lightning/Ocean Bliss/Green Abyss,4,210000,2023/09/08,110000,2024/02/08,39,1
나이키 ACG 목 앤트러사이트,https://kream.co.kr/products/99223,Nike,97,70000,DQ6453-001,2023/02/22,454,109000,Black/Anthracite,2,150000,2023/03/06,50000,2023/10/29,323,11
아디다스 시티 시리즈 뮌헨 크림 화이트 메사,https://kream.co.kr/products/99214,Adidas,334,230000,GY7399,2023/02/02,474,149300,Cream White/Mesa/Gum,3,320000,2023/03/21,110000,2023/04/02,2433,31
조던 시스템 .23 블랙,https://kream.co.kr/products/99204,Jordan,43,69000,DN4890-001,-,,129000,Black/Black-Cement Grey,2,100000,2023/03/21,45000,2023/07/21,106,5
나이키 카이리 로우 5 EP 화이트 블랙 메탈릭 골드,https://kream.co.kr/products/99202,Nike,29,150000,DJ6014-101,2022/09/01,628,162800,White/Black/Metallic Gold,3,160000,2024/01/21,70000,2023/04/07,172,1
(W) 나이키 코트 레거시 리프트 블랙,https://kream.co.kr/products/99200,Nike,52,63000,DM7590-001,-,,,Black,1,113000,2023/12/03,45000,2023/04/29,183,0
컨버스 런스타 레거시 CX 퓨처 컴포트 블랙,https://kream.co.kr/products/99193,Converse,130,94000,A00869C,2022/08/30,630,125000,Black/Egeret/White,3,135000,2024/02/28,65000,2023/08/05,491,10
나이키 에어 모어 업템포 96 코발트 블리스,https://kream.co.kr/products/99050,Nike,191,200000,DV0819-001,2023/02/17,459,209000,Black/White/Multi Color/Cobalt Bliss,4,250000,2024/03/16,75000,2023/05/27,564,14
조던 37 PF 화이트 트루 레드,https://kream.co.kr/products/99018,Jordan,29,149000,DD6959-160,2022/09/19,610,219000,White/True Red/Light Silver/Black,4,167000,2023/10/02,70000,2023/08/12,195,0
(W) 나이키 줌X 베이퍼플라이 넥스트% 2 유니버시티 블루,https://kream.co.kr/products/98913,Nike,25,186000,DZ5222-400,2022/10/15,584,339300,University Blue/Light Orewood Brown,2,255000,2023/09/09,149000,2024/04/30,97,0
아디다스 아케든 스페지알 폭스 레드,https://kream.co.kr/products/98835,Adidas,20,180000,HP8845,2023/02/10,466,159000,Fox Red/Night Brown/Off White,3,230000,2023/04/15,100000,2023/08/18,544,3
아디다스 호첼라가 스페지알 클라우드 화이트,https://kream.co.kr/products/98834,Adidas,109,159000,HQ4481,2023/02/10,466,159000,Cloud White/Collegiate Navy/Collegiate Orange,3,265000,2023/02/13,60000,2023/10/13,1019,11
아디다스 문디알 팀 사커 블랙 클라우드 화이트,https://kream.co.kr/products/98635,Adidas,42,98000,019228,-,,149300,Black/Cloud White/Red,3,127000,2023/07/21,98000,2024/05/15,97,3
아식스 젤 벤쳐 6 SPS 그랜드 샤크 미드나잇,https://kream.co.kr/products/98615,Asics,11,70000,1203A298-401,2023/02/02,474,89000,Grand Shark/Midnight,2,199000,2023/04/23,70000,2024/05/01,211,1
(GS) 나이키 코트 버로우 로우 2 SE 화이트 유니버시티 레드,https://kream.co.kr/products/98570,Nike,30,62000,BQ5448-110,2021/06/08,1078,81400,White/Black/University Red,3,71000,2023/03/09,61000,2023/10/03,266,0
(TD) 나이키 덩크 로우 게임 로얄 유니버시티 레드,https://kream.co.kr/products/98512,Nike,55,99000,FD0675-400,2023/02/10,466,69000,Game Royal/University Red,2,199000,2024/04/10,39000,2024/03/24,198,5
나이키 줌X 베이퍼플라이 넥스트% 2 코발트 블리스 애션 슬레이트,https://kream.co.kr/products/98488,Nike,129,290000,CU4111-401,2021/05/20,1097,269000,Cobalt Bliss/Ashen Slate/Football Grey/Black,4,329000,2024/05/07,180000,2023/06/29,328,6
(GS) 나이키 에어포스 1 로우 '07 LV8 피칸테 레드 핑크 스펠,https://kream.co.kr/products/98233,Nike,59,129000,FD1031-600,2023/01/31,476,135700,Picante Red/White/Pink Spell,3,350000,2023/03/30,43000,2023/12/27,354,11
아식스 젤 1090 V2 크림 클레이 그레이,https://kream.co.kr/products/98211,Asics,85,98000,1203A224-102,2023/02/03,473,109000,Cream/Clay Grey,2,145000,2024/02/13,90000,2023/03/03,488,3
조던 자이언 2 PF 코트 퍼플 블랙,https://kream.co.kr/products/98151,Jordan,30,110000,DO9072-506,2023/01/12,495,139000,Court Purple/Black,2,149000,2023/05/11,50000,2024/04/23,96,1
(GS) 나이키 에어포스 1 LV8 화이트 포톤 더스트,https://kream.co.kr/products/98081,Nike,87,169000,FB1844-111,2022/11/04,564,119000,White/White/Photon Dust/White,4,229000,2023/07/29,99000,2024/02/01,1862,3
나이키 줌 머큐리얼 슈퍼플라이 9 아카데미 TF 화이트 발틱 블루,https://kream.co.kr/products/98058,Nike,17,169000,DJ5629-146,-,,119000,White/Pink Blast/Baltic Blue,3,219000,2023/12/08,110000,2023/08/25,245,0
나이키 에어맥스 97 M. 프랭크 루디,https://kream.co.kr/products/98043,Nike,162,189000,DQ8961-100,2022/09/22,607,219000,White/Summit White/Lemon Wash/Black,4,219000,2024/04/27,100000,2023/09/08,495,6
컨버스 x 션 파블로 원스타 로우 와일드 라일락,https://kream.co.kr/products/98034,Converse,25,100000,A04371C,2023/02/03,473,99000,Wild Lilac/Black Egret,2,198000,2023/05/16,50000,2024/03/12,421,4
(PS) 나이키 플렉스 러너 2 블랙 포토 블루,https://kream.co.kr/products/97937,Nike,10,53000,DJ6040-002,-,,55000,Black/Photo Blue/University Gold/White,4,53000,2024/05/17,42000,2023/04/30,27,1
나이키 디파이 올 데이 화이트,https://kream.co.kr/products/97921,Nike,66,62000,DJ1196-100,-,,95900,White,1,69000,2023/07/19,45000,2023/08/16,416,12
나이키 덩크 로우 프로 SB 울프 그레이 화이트,https://kream.co.kr/products/97915,Nike,545,210000,DV5464-001,2023/02/01,475,139000,Wolf Grey/White/Wolf Grey,3,350000,2023/02/10,80000,2024/04/29,1624,30
나이키 에어 모어 업템포 96 다크 포니 앤 소프트 핑크,https://kream.co.kr/products/97899,Nike,24,120000,DV3466-200,2023/02/10,466,209000,Dark Pony/Medium Soft Pink/Coconut Milk,3,259000,2023/05/25,90000,2023/12/27,180,8
에르메스 바운싱 스니커즈 메쉬 스웨이드 고트스킨 & 누아,https://kream.co.kr/products/97756,Hermes,52,1170000,H231764ZH01,-,,974100,Noir,1,1700000,2023/05/17,950000,2023/12/03,123,2
나이키 에어 트레이너 1 소프트 핑크 앤 코코넛 밀크,https://kream.co.kr/products/97752,Nike,22,79000,DM0522-201,2023/02/10,466,159000,Dark Pony/Soft Pink/Coconut Milk,3,259000,2023/03/08,55000,2023/12/23,419,5
컨버스 잭퍼셀 로우 블랙 화이트,https://kream.co.kr/products/97492,Converse,14,79000,164056C,2019/05/01,1847,79000,Black/White/Black,3,79000,2024/05/09,35000,2024/02/24,129,2
아디다스 오르케트로 카본,https://kream.co.kr/products/96987,Adidas,42,159000,GY2339,2022/11/15,553,199000,Carbon/Carbon/Grey Six,3,218000,2023/03/17,110000,2024/01/09,677,3
나이키 줌X 베이퍼플라이 넥스트% 2 스크림 그린 브라이트 크림슨,https://kream.co.kr/products/96975,Nike,149,260000,DZ4779-304,2023/01/03,504,279000,Scream Green/Bright Crimson/Honeydew/Black,4,300000,2023/04/22,180000,2023/10/22,425,7
조던 에어 쉽 SP 화이트 유니버시티 골드,https://kream.co.kr/products/96964,Jordan,42,99000,DX4976-107,2023/01/27,480,190000,White/University Gold/White,3,200000,2023/03/13,60000,2023/10/20,248,14
(GS) 조던 1 미드 SE 팀 오렌지 블랙,https://kream.co.kr/products/96961,Jordan,56,99000,DV1336-800,2023/01/27,480,139000,Team Orange/Black/Sail/White/Iron Grey,5,167000,2023/02/04,80000,2024/02/13,334,10
아식스 젤 벤쳐 6 블랙 라임 그린,https://kream.co.kr/products/96875,Asics,79,129000,1203A245-002,2023/01/26,481,89000,Black/Lime Green,2,130000,2023/01/30,70000,2023/07/31,398,7
나이키 에어포스 1 미드 '07 LX 카카오 와우 앤 페일 아이보리,https://kream.co.kr/products/96804,Nike,86,100000,DV0792-100,2023/02/06,470,169000,Cacao Wow/Pale Ivory,2,209000,2023/05/21,40000,2024/01/23,894,8
루이비통 LV 트레이너 맥시 스니커즈 그린,https://kream.co.kr/products/96722,Louis Vuitton,17,2250000,-,-,,2350000,Green,1,2550000,2023/06/02,2000000,2023/04/06,217,5
나이키 줌 머큐리얼 베이퍼 15 아카데미 TF 블랙 서밋 화이트,https://kream.co.kr/products/96588,Nike,18,150000,DJ5635-001,2022/12/17,521,99000,Black/Summit White/Volt/Dark Smoke Grey,4,159000,2024/02/17,90000,2023/05/08,140,2
아디다스 스페지알 핸드볼 코어 블랙 검,https://kream.co.kr/products/96525,Adidas,70,230000,GY9421,-,,,Core Black/Grey Four/Gum5,3,230000,2024/04/17,90000,2023/07/25,911,3
(GS) 나이키 덩크 로우 발틱 블루 앤 일렉트릭 알지,https://kream.co.kr/products/96440,Nike,38,51000,DV1693-401,2023/02/02,474,109000,Baltic Blue/Electric Algae,2,129000,2023/02/02,39000,2023/10/16,85,2
(W) 나이키 에어맥스 스콜피온 플라이니트 올리브 아우라,https://kream.co.kr/products/96435,Nike,144,175000,DJ4702-300,2023/02/01,475,299000,Olive Aura,1,350000,2023/03/25,127000,2024/01/12,399,2
조던 x 제이슨 테이텀 누 레트로 1 로우 페일 아이보리,https://kream.co.kr/products/96428,Jordan,41,94000,FB1300-100,2023/01/31,476,139000,Pale Ivory,1,200000,2023/01/31,77000,2024/03/26,313,6
(TD) 나이키 에어 모어 업템포 팬텀,https://kream.co.kr/products/96427,Nike,18,139000,DM1027-001,2022/05/06,746,95000,Phantom/Light Iron Ore/White,3,139000,2024/05/16,42000,2023/02/27,67,1
(GS) 나이키 덩크 로우 화이트 액티브 푸시아,https://kream.co.kr/products/96400,Nike,1285,85000,FJ0704-100,2023/01/18,489,109000,White/Active Fuchsia,2,213000,2024/04/21,84000,2023/12/15,2759,43
아식스 젤 1090 V2 화이트 미드 그레이,https://kream.co.kr/products/96173,Asics,418,119000,1203A224-104,2023/01/19,488,109000,White/Mid Grey,2,199000,2023/04/08,84000,2023/02/24,1602,12
호카 x J.L-A.L 토르 울트라 로우 데저트 토프 락 릿지,https://kream.co.kr/products/96122,Hoka,106,389000,1144650-DTRRD,2023/01/21,486,349000,Desert Taupe/Rock Ridge,2,990000,2023/03/26,389000,2024/03/15,518,21
아디다스 가젤 85 프리러브 레드 클라우드 화이트,https://kream.co.kr/products/96073,Adidas,122,130000,GY2529,2023/01/23,484,159000,Preloved Red/Cloud White/Core Black,3,231000,2023/02/17,98000,2024/01/21,1366,18
아디다스 가젤 85 매직 라일락 클라우드 화이트,https://kream.co.kr/products/96072,Adidas,82,110000,GY2530,2023/01/23,484,159000,Magic Lilac/Cloud White/Core Black,3,259000,2023/03/16,110000,2024/05/03,1294,8
아디다스 x 퍼렐 윌리엄스 휴먼레이스 NMD S1 마브스 라이트 브라운 볼드 블루,https://kream.co.kr/products/95964,Adidas,88,198000,HP2641,2023/01/16,491,289000,Light Brown/Bold Blue,2,399000,2023/01/28,150000,2024/01/27,423,28
아식스 젤 카야노 14 올리브 그레이 퓨어 실버,https://kream.co.kr/products/95850,Asics,26,145000,1201A161-301,2022/12/06,532,203500,Olive Grey/Pure Silver,2,220000,2023/11/12,129000,2023/10/29,300,1
조던 37 PF 화이트 시트러스 블랙,https://kream.co.kr/products/95821,Jordan,16,129000,DV0747-108,2022/11/10,558,219000,White/Citrus/Black,3,199000,2023/07/11,90000,2024/03/09,61,1
아디다스 가젤 ADV 올리브 스타트라 코어 블랙,https://kream.co.kr/products/95716,Adidas,288,222000,HP9107,2023/01/16,491,119000,Olive Strata/Core Black/Ecru Tint,3,340000,2024/01/15,114000,2023/02/01,3205,31
